DIRECTORATE,SUB DIRECTORTE,"ACCOUNTING
DATE",COST CENTRE,VENDOR NAME,INVOICE DISTRIBUTION AMOUNT,ACCOUNT TYPE
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,08/06/2020,341225,Cowbridge Compost Limited,"1,123.28",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,08/06/2020,341225,Cowbridge Compost Limited,"1,160.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,08/06/2020,341225,Cowbridge Compost Limited,"1,297.22",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,08/06/2020,341225,Cowbridge Compost Limited,"1,765.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,08/06/2020,365786,Easyway Minicoach Hire Limited,"8,542.08",Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,08/06/2020,365791,Easyway Minicoach Hire Limited,"9,192.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,08/06/2020,405100,Hafod Housing Association Limited,"7,440.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,08/06/2020,405113,Knights Lettings Limited T/A Knights Estate Agents,635.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,08/06/2020,405113,Interlet Residential Limited,650.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,08/06/2020,405113,Knights Lettings Limited T/A Knights Estate Agents,675.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,08/06/2020,405113,Knights Lettings Limited T/A Knights Estate Agents,750.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,HRA SPECIAL SERVICES,08/06/2020,407215,Corona Energy Retail 4 Limited,"1,076.53",Revenue
DIRECT ENVIRONMENT AND HOUSING,HRA SPECIAL SERVICES,08/06/2020,407240,Corona Energy Retail 4 Limited,634.60,Revenue
DIRECT ENVIRONMENT AND HOUSING,HRA SPECIAL SERVICES,08/06/2020,407245,Corona Energy Retail 4 Limited,589.08,Revenue
DIRECT ENVIRONMENT AND HOUSING,HRA SPECIAL SERVICES,08/06/2020,407260,Corona Energy Retail 4 Limited,743.81,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,08/06/2020,421230,Phoenix Software Limited,"-11,634.00",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,08/06/2020,421230,Phoenix Software Limited,977.58,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,08/06/2020,421230,Phoenix Software Limited,"1,048.50",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,08/06/2020,421230,Telefonica UK Limited t/a O2,"2,280.00",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,08/06/2020,421230,Phoenix Software Limited,"11,634.00",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,08/06/2020,421230,Phoenix Software Limited,"513,198.37",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,08/06/2020,422002,Pillar Software Limited,660.48,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,08/06/2020,422100,Chubb Fire & Security Limited,970.32,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,08/06/2020,422100,Corona Energy Retail 4 Limited,"2,085.62",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,08/06/2020,422101,Corona Energy Retail 4 Limited,615.86,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,08/06/2020,422130,Chubb Fire & Security Limited,"1,107.62",Revenue
DIRECT POLICY,GF GENERAL EXPENDITURE POLICY,08/06/2020,471921,Arrow County Supplies Limited,"26,203.50",Revenue
DIRECT CAPITAL LEARN AND SKILLS,CAPITAL SCHOOLS,08/06/2020,810119,CHAPS ONLY - Morgan Sindall Construction & Infrastructure Limited,"1,254,312.14",Capital
DIRECT CAPITAL DEVELOPMENT,CAPITAL ECO DEV,08/06/2020,834231,Alun Griffiths (Contractors) Limited,"33,363.92",Capital
DIRECT CAPITAL DEVELOPMENT,CAPITAL ECO DEV,08/06/2020,834266,Spectrum Geo Services Limited,"1,190.00",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,08/06/2020,842126,Thomas CMS (Holdings) Limited,"85,590.61",Capital
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,08/06/2020,260160,Pauline Lawrence,789.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,08/06/2020,405113,Salvatore Cannatella,650.00,Revenue
DIRECT POLICY,GF GENERAL EXPENDITURE POLICY,08/06/2020,471901,South Wales Fire and Rescue Service,"531,725.00",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,08/06/2020,101030,Teaching Personnel Limited,697.28,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,08/06/2020,101030,Teaching Personnel Limited,871.60,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,08/06/2020,101030,Teaching Personnel Limited,871.60,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,08/06/2020,101030,Prospero Recruitment Limited,881.20,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,08/06/2020,101065,Teaching Personnel Limited,528.10,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,08/06/2020,101065,Teaching Personnel Limited,528.10,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,08/06/2020,101065,Teaching Personnel Limited,528.10,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,08/06/2020,101065,Teaching Personnel Limited,528.10,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,08/06/2020,101216,New Directions (Education) Limited,845.00,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF LEGAL AND DEMOCRATIC,08/06/2020,400050,Sellick Partnership Limited,"1,821.05",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,08/06/2020,333154,Jim Unwin t/a B J Unwin Forestry Consultancy,910.00,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,REGULATORY SERVICES SHARED SERVICES,08/06/2020,403217,Mark Macliston t/a Bomac Rent,575.00,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,REGULATORY SERVICES SHARED SERVICES,08/06/2020,403217,Mark Macliston t/a Bomac Rent,575.00,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/06/2020,217909,Vision 21,541.06,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/06/2020,217909,Vision 21,541.06,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/06/2020,217909,Vision 21,541.06,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/06/2020,217909,Vision 21,582.68,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/06/2020,217909,Vision 21,915.64,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/06/2020,217909,Vision 21,915.64,Revenue
DIRECT ENVIRONMENT AND HOUSING,NEW REGENERATION,08/06/2020,354037,Glamorgan Smallholders,"2,307.71",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/06/2020,215489,1st Grade Care Limited,502.89,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/06/2020,215489,All Saints DC Limited,511.01,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/06/2020,215489,1st Grade Care Limited,585.94,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/06/2020,215489,Willowmere Home Care Agency Limited,604.50,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/06/2020,215489,All Saints DC Limited,606.98,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/06/2020,215489,Annwyl Limited t/a Bluebird Care,615.05,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/06/2020,215489,Willowmere Home Care Agency Limited,616.86,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/06/2020,215489,All Saints DC Limited,636.51,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/06/2020,215489,Willowmere Home Care Agency Limited,637.30,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/06/2020,215489,1st Grade Care Limited,640.77,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/06/2020,215489,Annwyl Limited t/a Bluebird Care,643.44,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/06/2020,215489,Willowmere Home Care Agency Limited,655.35,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/06/2020,215489,All Saints DC Limited,681.35,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/06/2020,215489,1st Grade Care Limited,683.70,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/06/2020,215489,1st Grade Care Limited,691.39,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/06/2020,215489,All Saints DC Limited,705.50,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/06/2020,215489,Willowmere Home Care Agency Limited,706.95,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/06/2020,215489,Annwyl Limited t/a Bluebird Care,707.54,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/06/2020,215489,1st Grade Care Limited,723.84,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/06/2020,215489,Annwyl Limited t/a Bluebird Care,724.28,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/06/2020,215489,Willowmere Home Care Agency Limited,736.45,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/06/2020,215489,Willowmere Home Care Agency Limited,739.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/06/2020,215489,Willowmere Home Care Agency Limited,745.07,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/06/2020,215489,1st Grade Care Limited,748.44,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/06/2020,215489,Willowmere Home Care Agency Limited,765.00,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/06/2020,215489,All Saints DC Limited,773.31,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/06/2020,215489,Annwyl Limited t/a Bluebird Care,805.29,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/06/2020,215489,Annwyl Limited t/a Bluebird Care,822.47,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/06/2020,215489,Annwyl Limited t/a Bluebird Care,854.06,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/06/2020,215489,Willowmere Home Care Agency Limited,876.12,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/06/2020,215489,All Saints DC Limited,900.15,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/06/2020,215489,All Saints DC Limited,"1,519.97",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/06/2020,216179,Willowmere Home Care Agency Limited,500.80,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/06/2020,216179,All Saints DC Limited,519.81,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/06/2020,216179,1st Grade Care Limited,681.33,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/06/2020,218419,A1 Care Services Limited t/a Ty Ceirios Nursing Home,517.95,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,09/06/2020,100303,Supacleen Limited,"1,440.00",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/06/2020,101030,A-Day Consultants Limited T/A Academics,"1,817.20",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/06/2020,101032,Schools EDI - EDF Energy Plc,737.83,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/06/2020,101145,Schools EDI - EDF Energy Plc,704.13,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/06/2020,101173,Schools EDI - EDF Energy Plc,505.83,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/06/2020,101195,Schools EDI - EDF Energy Plc,510.20,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/06/2020,101202,Schools EDI - EDF Energy Plc,901.47,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/06/2020,101216,Schools EDI - EDF Energy Plc,646.64,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/06/2020,101221,Schools EDI - EDF Energy Plc,507.37,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/06/2020,101233,Schools EDI - EDF Energy Plc,540.18,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/06/2020,101315,Schools EDI - EDF Energy Plc,532.52,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,09/06/2020,103030,A-Day Consultants Limited T/A Academics,537.80,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF HUMAN RESOURCES,09/06/2020,140131,Matrix SCM Limited,"121,150.24",Revenue
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,09/06/2020,212731,VOG All Others EDI - EDF Energy Plc,"1,165.89",Revenue
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,09/06/2020,212731,VOG All Others EDI - EDF Energy Plc,"1,197.09",Revenue
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,09/06/2020,212741,VOG All Others EDI - EDF Energy Plc,857.90,Revenue
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,09/06/2020,212741,VOG All Others EDI - EDF Energy Plc,865.19,Revenue
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,09/06/2020,212781,VOG All Others EDI - EDF Energy Plc,806.18,Revenue
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,09/06/2020,212781,VOG All Others EDI - EDF Energy Plc,832.36,Revenue
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,09/06/2020,212791,VOG All Others EDI - EDF Energy Plc,947.42,Revenue
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,09/06/2020,212791,VOG All Others EDI - EDF Energy Plc,969.67,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/06/2020,215401,VOG All Others EDI - EDF Energy Plc,605.97,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/06/2020,215489,Grangelodge Residential Home Limited t/a Grangelodge,553.66,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/06/2020,216179,Grangelodge Residential Home Limited t/a Grangelodge,851.35,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/06/2020,217909,Accomplish Group Limited t/a Ty Bradwen,"1,755.30",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/06/2020,218321,Hafod Housing Association Limited,645.50,Revenue
DIRECT YOS,GF YOS,09/06/2020,221341,Media Academy Cardiff Limited,"6,888.51",Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,09/06/2020,260060,Regional Foster Placements Limited,"1,470.00",Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,09/06/2020,260060,TLC (Wales) Independent Fostering Limited,"3,645.91",Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,09/06/2020,260060,Base Support Services Limited,"15,129.00",Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,09/06/2020,260060,Base Support Services Limited,"15,652.50",Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,09/06/2020,260060,Foundation Fostering Limited,"16,800.00",Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,09/06/2020,260060,Julia Stewart Limited t/a Nether Johnstone House,"18,157.01",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,09/06/2020,300645,VOG All Others EDI - EDF Energy Plc,"48,717.94",Revenue
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,09/06/2020,303900,Hi Tech Industrial Roofing Limited,"1,545.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,09/06/2020,303900,Edmundson Electrical Limited,"3,900.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,09/06/2020,303931,G.P.H.I.T (Integrated Services) Limited,"2,280.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,09/06/2020,306002,KS Barry (Plumbing & Heating) Limited,"3,122.20",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,09/06/2020,323655,Survey Operations Limited,"8,200.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,09/06/2020,323655,Survey Operations Limited,"35,500.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,09/06/2020,325207,VOG All Others EDI - EDF Energy Plc,642.21,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,09/06/2020,325682,Waterman Aspen Limited,843.30,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,09/06/2020,333500,Boverton Nurseries Limited,"1,152.25",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,09/06/2020,333500,Boverton Nurseries Limited,"11,700.80",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,09/06/2020,341225,Cowbridge Compost Limited,981.74,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,09/06/2020,341260,VOG All Others EDI - EDF Energy Plc,"3,802.73",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,09/06/2020,341260,VOG All Others EDI - EDF Energy Plc,"3,982.85",Revenue
DIRECT ENVIRONMENT AND HOUSING,NEW REGENERATION,09/06/2020,350736,VOG All Others EDI - EDF Energy Plc,"1,314.64",Revenue
DIRECT ENVIRONMENT AND HOUSING,NEW REGENERATION,09/06/2020,350736,VOG All Others EDI - EDF Energy Plc,"1,510.37",Revenue
DIRECT ENVIRONMENT AND HOUSING,NEW REGENERATION,09/06/2020,352718,VOG All Others EDI - EDF Energy Plc,603.46,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,09/06/2020,359344,Parkwood Leisure Limited,"25,000.00",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF LEGAL AND DEMOCRATIC,09/06/2020,400050,RIBA 1834 Limited,"1,268.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,09/06/2020,405004,Pegasus Maintenance Services Limited,695.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,09/06/2020,407150,VOG All Others EDI - EDF Energy Plc,837.03,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,09/06/2020,422100,VOG All Others EDI - EDF Energy Plc,"6,623.03",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,09/06/2020,422101,VOG All Others EDI - EDF Energy Plc,513.07,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,09/06/2020,422120,VOG All Others EDI - EDF Energy Plc,"1,762.15",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,09/06/2020,422120,VOG All Others EDI - EDF Energy Plc,"1,885.99",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,09/06/2020,422130,VOG All Others EDI - EDF Energy Plc,"4,025.60",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,09/06/2020,422130,VOG All Others EDI - EDF Energy Plc,"6,521.85",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,09/06/2020,422201,VOG All Others EDI - EDF Energy Plc,"1,750.06",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,09/06/2020,422201,VOG All Others EDI - EDF Energy Plc,"1,848.83",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,09/06/2020,422500,VOG All Others EDI - EDF Energy Plc,500.28,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF CORPORATE AND CUSTOMER SERVICES,09/06/2020,440530,VOG All Others EDI - EDF Energy Plc,"1,102.96",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF CORPORATE AND CUSTOMER SERVICES,09/06/2020,440530,VOG All Others EDI - EDF Energy Plc,"1,110.49",Revenue
DIRECT CAPITAL LEARN AND SKILLS,AR CAPITAL SCHOOLS,09/06/2020,812311,ISG Construction Limited,"29,142.83",Capital
DIRECT CAPITAL LEARN AND SKILLS,AR CAPITAL SCHOOLS,09/06/2020,812312,ISG Construction Limited,"29,134.08",Capital
DIRECT CAPITAL LEARN AND SKILLS,AR CAPITAL SCHOOLS,09/06/2020,812364,ISG Construction Limited,"29,134.08",Capital
DIRECT ENVIRONMENT AND HOUSING,OVERHEAD,09/06/2020,301051,Cardiff County Council,"7,297.70",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,09/06/2020,323200,Bridgend County Borough Council,"47,258.52",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF LEGAL AND DEMOCRATIC,09/06/2020,400500,Neath & Port Talbot County Borough Council,"3,500.00",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/06/2020,215489,Sharon Metson,"3,670.62",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/06/2020,101047,New Directions (Education) Limited,757.50,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,09/06/2020,103227,Bay Resourcing Limited,794.35,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,09/06/2020,103412,Apollo Teaching Services Limited,685.68,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,09/06/2020,323685,Hays Specialist Recruitment Limited,"1,177.05",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,09/06/2020,323686,Hays Specialist Recruitment Limited,659.20,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,09/06/2020,422160,Hays Specialist Recruitment Limited,"1,153.66",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/06/2020,215022,Springbank Care Home Limited T/A Springbank Nursing Home,556.34,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/06/2020,215022,Springbank Care Home Limited T/A Springbank Nursing Home,604.10,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/06/2020,215022,Waverley Care Centre Limited,631.84,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/06/2020,215022,Cheerful Elegant Healthcare Limited t/a Channel View Residential Care Home,634.60,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/06/2020,215022,Waverley Care Centre Limited,642.11,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/06/2020,215022,Springbank Care Home Limited T/A Springbank Nursing Home,644.00,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/06/2020,215022,Broadway Care Centre Limited T/A Hazelhurst Nursing Home,652.50,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/06/2020,215022,Broadway Care Centre Limited T/A Hazelhurst Nursing Home,652.50,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/06/2020,215022,Broadway Care Centre Limited T/A Hazelhurst Nursing Home,652.50,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/06/2020,215022,Springbank Care Home Limited T/A Springbank Nursing Home,711.00,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/06/2020,215022,Llangoedmor Properties Limited T/A Parkside Residential Home,716.48,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/06/2020,215022,Llangoedmor Properties Limited T/A Parkside Residential Home,716.48,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/06/2020,215022,Llangoedmor Properties Limited T/A Parkside Residential Home,716.48,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/06/2020,215022,Bellavista Nursing Homes (Wales) Limited t/a Bellavista Care Home,736.61,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/06/2020,215022,Springbank Care Home Limited T/A Springbank Nursing Home,756.00,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/06/2020,215022,Springbank Care Home Limited T/A Springbank Nursing Home,785.00,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/06/2020,215022,The Manor House St Hilary Limited T/A The Manor House,875.16,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/06/2020,215022,The Manor House St Hilary Limited T/A The Manor House,875.16,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/06/2020,215022,The Manor House St Hilary Limited T/A The Manor House,875.16,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/06/2020,215022,The Manor House St Hilary Limited T/A The Manor House,875.16,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/06/2020,215022,The Manor House St Hilary Limited T/A The Manor House,875.16,Revenue
