Directorate,Sub Directorate,Accounting Date,COST CENTRE,Supplier Name,Net Amount,,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,12-Nov-2018,209151,Gibbonsdown Childrens Centre Limited,"1,200.00",,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,12-Nov-2018,209151,Little Inspirations Limited,"3,520.00",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,12-Nov-2018,217909,Everycare (Cardiff) Limited,660.00,,
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,12-Nov-2018,305793,Travis Perkins Trading Co Limited,557.14,,
DIRECT ENVIRONMENT AND HOUSING,VEHICLES,12-Nov-2018,319010,Go Plant Fleet Services Limited,"3,445.00",,
DIRECT ENVIRONMENT AND HOUSING,VEHICLES,12-Nov-2018,319010,Go Plant Fleet Services Limited,"3,445.00",,
DIRECT ENVIRONMENT AND HOUSING,VEHICLES,12-Nov-2018,319010,Leeds Commercial Limited T/A LC Vehicle Hire,"3,450.00",,
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,12-Nov-2018,323680,Conemasters Limited,"-3,193.34",,
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,12-Nov-2018,325207,Consortio Security Limited,"3,051.00",,
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,12-Nov-2018,325600,Amberon Limited,"3,705.00",,
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,12-Nov-2018,325600,Calibre Contracting Limited,816.75,,
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,12-Nov-2018,333013,Ace Site Services (UK) Limited,"2,600.00",,
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,12-Nov-2018,333013,The Firewood Company (UK) Limited T/A Esa Tree Care,"1,260.00",,
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,12-Nov-2018,333154,The Firewood Company (UK) Limited T/A Esa Tree Care,"2,100.00",,
DIRECT ENVIRONMENT AND HOUSING,REGENERATION & PLANNING,12-Nov-2018,359457,Summer Screens Limited,"8,162.00",,
DIRECT ENVIRONMENT AND HOUSING,REGENERATION & PLANNING,12-Nov-2018,365763,Haymarket Media Group Limited,"1,850.00",,
DIRECT ENVIRONMENT AND HOUSING,GF LEGAL AND DEMOCRATIC,12-Nov-2018,400050,Glamorgan Gem Limited,810.00,,
DIRECT ENVIRONMENT AND HOUSING,GF LEGAL AND DEMOCRATIC,12-Nov-2018,400050,Glamorgan Gem Limited,540.00,,
DIRECT ENVIRONMENT AND HOUSING,REGULATORY SHARED SERVICES,12-Nov-2018,403330,Idox Software Limited,"2,123.72",,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,12-Nov-2018,422100,Allwag Promotions Limited,537.00,,
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HIGHWAYS,12-Nov-2018,831528,Centregreat Limited,"131,868.66",,
DIRECT CAPITAL DEVELOPMENT,CAPITAL LEISURE,12-Nov-2018,835031,Wales & West Utilities Limited,659.00,,
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,12-Nov-2018,842077,IDM Doors Limited,"3,254.55",,
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,12-Nov-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,096.87",,
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,12-Nov-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,096.87",,
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,12-Nov-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,096.87",,
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,12-Nov-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,096.87",,
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,12-Nov-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,096.87",,
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,12-Nov-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,096.87",,
DIRECT CAPITAL POLICY,CAPITAL POLICY,12-Nov-2018,852235,Risual Limited,950.00,,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,12-Nov-2018,209157,Cardiff & Vale University Local Health Board,"7,142.21",,
DIRECT ENVIRONMENT AND HOUSING,REGULATORY SHARED SERVICES,12-Nov-2018,403008,University of Birmingham,650.00,,
DIRECT ENVIRONMENT AND HOUSING,REGULATORY SHARED SERVICES,12-Nov-2018,403219,University of Birmingham,"1,300.00",,
DIRECT ENVIRONMENT AND HOUSING,REGULATORY SHARED SERVICES,12-Nov-2018,403220,University of Birmingham,650.00,,
DIRECT ENVIRONMENT AND HOUSING,HOUSING,12-Nov-2018,407100,University of South Wales,"2,880.00",,
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,12-Nov-2018,109020,Acorn Recruitment Limited,637.05,,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF HUMAN RESOURCES,12-Nov-2018,140131,Randstad Solutions Limited,"110,725.62",,
DIRECT SOCIAL SERVICES,GF BUSINESS MANAGEMENT & INOVATION,12-Nov-2018,239291,Acorn Recruitment Limited,"2,272.66",,
DIRECT SOCIAL SERVICES,GF BUSINESS MANAGEMENT & INOVATION,12-Nov-2018,239291,Acorn Recruitment Limited,"3,356.04",,
DIRECT SOCIAL SERVICES,GF BUSINESS MANAGEMENT & INOVATION,12-Nov-2018,239291,Acorn Recruitment Limited,"3,572.82",,
DIRECT SOCIAL SERVICES,GF BUSINESS MANAGEMENT & INOVATION,12-Nov-2018,239291,Acorn Recruitment Limited,"3,369.35",,
DIRECT SOCIAL SERVICES,GF BUSINESS MANAGEMENT & INOVATION,12-Nov-2018,239291,Acorn Recruitment Limited,"3,201.38",,
DIRECT SOCIAL SERVICES,GF BUSINESS MANAGEMENT & INOVATION,12-Nov-2018,239291,Acorn Recruitment Limited,"3,090.15",,
DIRECT SOCIAL SERVICES,GF BUSINESS MANAGEMENT & INOVATION,12-Nov-2018,239291,Acorn Recruitment Limited,"3,303.91",,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,12-Nov-2018,405305,James Andrews Recruitment Solutions Limited,906.50,,
DIRECT ENVIRONMENT AND HOUSING,HOUSING,12-Nov-2018,407118,James Andrews Recruitment Solutions Limited,"1,057.50",,
DIRECT ENVIRONMENT AND HOUSING,HOUSING,12-Nov-2018,407119,Building Recruitment Company Limited,"1,362.02",,
DIRECT ENVIRONMENT AND HOUSING,HOUSING,12-Nov-2018,407119,Hays Specialist Recruitment Limited,978.55,,
DIRECT ENVIRONMENT AND HOUSING,HOUSING,12-Nov-2018,407119,Hays Specialist Recruitment Limited,807.99,,
DIRECT ENVIRONMENT AND HOUSING,HOUSING,12-Nov-2018,407119,Hays Specialist Recruitment Limited,"1,952.34",,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,12-Nov-2018,102593,Christopher Heath t/a CKH Testing,"1,300.00",,
DIRECT ENVIRONMENT AND HOUSING,VEHICLES,12-Nov-2018,319010,Ceri Williams t/a Mobile Tyre Services,"3,293.21",,
DIRECT ENVIRONMENT AND HOUSING,VEHICLES,12-Nov-2018,319010,Ceri Williams t/a Mobile Tyre Services,"4,314.67",,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,12-Nov-2018,101171,Children's Scrapstore,850.00,,
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,12-Nov-2018,333500,Vale of Glamorgan Senior League,"1,500.00",,
DIRECT ENVIRONMENT AND HOUSING,REGENERATION & PLANNING,12-Nov-2018,359453,Holton Road Traders Association,"2,038.00",,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,13-Nov-2018,101004,Blue Sky Digital Solutions Limited,"1,505.12",,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,13-Nov-2018,101004,Superstars School Services Limited,"1,613.44",,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,13-Nov-2018,101007,Dwr Cymru Cyf,987.87,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,13-Nov-2018,101007,WWS 1987 Limited T/A Welsh Window Systems,891.00,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,13-Nov-2018,101025,Dwr Cymru Cyf,813.35,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,13-Nov-2018,101031,Superstars School Services Limited,864.40,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,13-Nov-2018,101032,Little Inspirations Limited,"1,092.00",,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,13-Nov-2018,101032,The Consortium for Purchasing and Distribution Limited,582.75,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,13-Nov-2018,101047,CHG-MERIDIAN Computer Leasing UK Limited,"2,280.00",,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,13-Nov-2018,101047,CHG-MERIDIAN Computer Leasing UK Limited,"1,104.60",,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,13-Nov-2018,101055,EDF Energy Plc,579.99,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,13-Nov-2018,101075,ESP Scotland Limited,997.00,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,13-Nov-2018,101075,ESP Scotland Limited,"1,053.00",,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,13-Nov-2018,101171,Buy it Direct Limited t/a Laptops Direct,531.37,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,13-Nov-2018,101180,EDF Energy Plc,586.12,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,13-Nov-2018,101180,EDF Energy Plc,647.46,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,13-Nov-2018,101202,Dwr Cymru Cyf,"2,056.92",,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,13-Nov-2018,101202,Konica Minolta Business Solutions Limited,702.38,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,13-Nov-2018,101216,EDF Energy Plc,875.00,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,13-Nov-2018,101221,A & R Contract Cleaning Specialist Limited,"2,125.35",,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,13-Nov-2018,101241,Ignite & Inspire Limited,"1,160.00",,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,13-Nov-2018,102593,Nustream Limited,"2,029.00",,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,13-Nov-2018,102593,Red Box Recorders Limited,655.69,,
DIRECT LEARNING AND SKILLS,STRATEGY COMMUNITY LEARNING & RESOURCES,13-Nov-2018,120080,Askews & Holts Library Services Limited,618.89,,
DIRECT LEARNING AND SKILLS,GF CATERING,13-Nov-2018,154401,ABM Catering for Leisure Limited,"1,621.25",,
DIRECT LEARNING AND SKILLS,GF CATERING,13-Nov-2018,154401,DairyLink UK Limited,"12,208.14",,
DIRECT LEARNING AND SKILLS,GF CATERING,13-Nov-2018,157800,Castell Howell Foods Limited,"1,123.91",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,13-Nov-2018,213911,Webroster Limited,"1,920.00",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,13-Nov-2018,213911,Webroster Limited,"21,600.00",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,13-Nov-2018,215121,Tunstall Healthcare (UK) Limited,"-3,240.00",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,13-Nov-2018,215121,Tunstall Healthcare (UK) Limited,"-1,625.00",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,13-Nov-2018,215489,Cartrefi Cymru Co-Operative Limited,"3,540.00",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,13-Nov-2018,215489,Cartrefi Cymru Co-Operative Limited,"1,282.50",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,13-Nov-2018,215489,Cartrefi Cymru Co-Operative Limited,516.25,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,13-Nov-2018,215489,E&G Senior Care Limited t/a Right at Home (Bridgend & Vale of Glamorgan),607.24,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,13-Nov-2018,215489,Grangelodge Residential Home Limited t/a Grangelodge,513.66,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,13-Nov-2018,217909,Cartrefi Cymru Co-Operative Limited,"2,286.25",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,13-Nov-2018,217909,Cartrefi Cymru Co-Operative Limited,"7,348.75",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,13-Nov-2018,217909,Cartrefi Cymru Co-Operative Limited,634.25,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,13-Nov-2018,217909,Consensus Support Services Limited t/a Ty Machen,"2,285.13",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,13-Nov-2018,217909,Everycare (Cardiff) Limited,822.12,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,13-Nov-2018,217909,Everycare (Cardiff) Limited,822.12,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,13-Nov-2018,217909,Everycare (Cardiff) Limited,673.32,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,13-Nov-2018,218302,Training In Mind Limited,"6,419.13",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,13-Nov-2018,218302,Training In Mind Limited,"3,009.20",,
DIRECT SOCIAL SERVICES,GF BUSINESS MANAGEMENT & INOVATION,13-Nov-2018,239019,Tremorfa Limited,"1,226.00",,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,13-Nov-2018,260060,Foster Care Associates Limited,"1,753.20",,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,13-Nov-2018,260060,Foster Care Associates Limited,"1,807.50",,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,13-Nov-2018,260060,Foster Care Associates Limited,"1,753.20",,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,13-Nov-2018,260060,Foster Care Associates Limited,"3,735.50",,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,13-Nov-2018,260060,Foster Care Associates Limited,"8,370.00",,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,13-Nov-2018,260060,Foster Care Associates Limited,"1,811.64",,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,13-Nov-2018,260060,Foster Care Associates Limited,"1,867.75",,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,13-Nov-2018,260060,Foster Care Associates Limited,"1,811.64",,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,13-Nov-2018,260060,Hafan Saff Cyf,"14,392.87",,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,13-Nov-2018,260060,Landsker Child Care Limited,"17,502.86",,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,13-Nov-2018,260060,Landsker Child Care Limited,"17,527.68",,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,13-Nov-2018,260060,Landsker Child Care Limited,"17,527.68",,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,13-Nov-2018,260060,Orbis Education and Care Limited,"22,746.50",,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,13-Nov-2018,260060,Priory Healthcare Limited t/a Eastwood Grange Priory,"50,297.08",,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,13-Nov-2018,260060,Rainbow Therapeutic Limited,"19,000.00",,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,13-Nov-2018,260060,Regional Foster Placements Limited,"3,255.00",,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,13-Nov-2018,260060,The National Fostering Agency Limited,"6,421.34",,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,13-Nov-2018,260060,The National Fostering Agency Limited,"3,587.01",,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,13-Nov-2018,260060,The National Fostering Agency Limited,"1,041.39",,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,13-Nov-2018,260060,The National Fostering Agency Limited,"2,314.20",,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,13-Nov-2018,260130,PayPoint Payment Services Limited t/a CSGA Glamorgan,804.28,,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,13-Nov-2018,260140,Llamau Limited,-518.44,,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,13-Nov-2018,260160,Neal Social Care Limited,"1,804.50",,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,13-Nov-2018,260160,TLC (Wales) Independent Fostering Limited,"4,583.66",,
DIRECT ENVIRONMENT AND HOUSING,VEHICLES,13-Nov-2018,319010,Premier Diagnostics Limited,695.00,,
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,13-Nov-2018,365902,Keltic Limited,"1,422.00",,
DIRECT ENVIRONMENT AND HOUSING,GF LEGAL AND DEMOCRATIC,13-Nov-2018,400050,Glamorgan Gem Limited,702.00,,
DIRECT ENVIRONMENT AND HOUSING,HOUSING,13-Nov-2018,407204,G.P.H.I.T (Integrated Services) Limited,"5,100.00",,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,13-Nov-2018,422130,Triangle Lift Services Limited,730.00,,
DIRECT CAPITAL LEARN AND SKILLS,CAPITAL SCHOOLS,13-Nov-2018,810114,AECOM Limited,843.04,,
DIRECT CAPITAL LEARN AND SKILLS,AR CAPITAL SCHOOLS,13-Nov-2018,812251,Boyes Rees Architects Limited,"1,050.00",,
DIRECT CAPITAL LEARN AND SKILLS,AR CAPITAL SCHOOLS,13-Nov-2018,812251,Capita Property and Infrastructure Limited,961.00,,
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,13-Nov-2018,842067,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,103.37",,
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,13-Nov-2018,842067,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,103.37",,
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,13-Nov-2018,842067,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,103.87",,
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,13-Nov-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,-822.73,,
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,13-Nov-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,836.87,,
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,13-Nov-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,055.67",,
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,13-Nov-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,055.67",,
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,13-Nov-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,096.87",,
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,13-Nov-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,103.37",,
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,13-Nov-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,103.37",,
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,13-Nov-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,103.37",,
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,13-Nov-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,103.37",,
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,13-Nov-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,103.37",,
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,13-Nov-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,103.37",,
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,13-Nov-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,085.00",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,13-Nov-2018,216191,Cardiff County Council,"53,233.50",,
DIRECT ENVIRONMENT AND HOUSING,GF LEGAL AND DEMOCRATIC,13-Nov-2018,400500,Penarth Town Council,"1,120.00",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,13-Nov-2018,216181,Cardiff & Vale University Local Health Board,"3,850.17",,
DIRECT ENVIRONMENT AND HOUSING,GF LEGAL AND DEMOCRATIC,13-Nov-2018,400500,Cardiff & Vale College,910.00,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,13-Nov-2018,101202,Valley Education Services Limited,768.84,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,13-Nov-2018,101216,Millennium Personnel Services (Education) Limited,625.00,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,13-Nov-2018,102593,New Directions (Education) Limited,676.30,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,13-Nov-2018,102593,Teaching Personnel Limited,508.10,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,13-Nov-2018,215489,April Complete Care Solutions Limited,584.00,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,13-Nov-2018,215489,April Complete Care Solutions Limited,584.00,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,13-Nov-2018,216179,April Complete Care Solutions Limited,922.66,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,13-Nov-2018,216179,April Complete Care Solutions Limited,922.66,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,13-Nov-2018,217909,April Complete Care Solutions Limited,866.90,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,13-Nov-2018,217909,April Complete Care Solutions Limited,734.95,,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,13-Nov-2018,260150,Sanctuary Personnel Limited,868.06,,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,13-Nov-2018,260150,Sanctuary Personnel Limited,"1,276.50",,
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,13-Nov-2018,323685,Hays Specialist Recruitment Limited,"1,505.25",,
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,13-Nov-2018,323685,Hays Specialist Recruitment Limited,981.23,,
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,13-Nov-2018,323686,Hays Specialist Recruitment Limited,700.70,,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,13-Nov-2018,405001,James Andrews Recruitment Solutions Limited,721.50,,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,13-Nov-2018,405305,James Andrews Recruitment Solutions Limited,906.50,,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,13-Nov-2018,405306,Building Recruitment Company Limited,643.50,,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,13-Nov-2018,422160,Hays Specialist Recruitment Limited,909.00,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,13-Nov-2018,215486,Middlepatch Limited T/A College Fields Nursing Home,"2,116.76",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,13-Nov-2018,215486,Springbank Care Home Limited T/A Springbank Nursing Home,"1,817.42",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,13-Nov-2018,215486,The Manor House St Hilary Limited T/A Milsom House,"2,629.92",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,13-Nov-2018,215486,Waverley Care Centre Limited,812.49,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,13-Nov-2018,215486,Waverley Care Centre Limited,"1,731.90",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,13-Nov-2018,215489,Avan Limited T/A Brightside Manor,600.00,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,13-Nov-2018,215489,Baltimore Care Limited,516.38,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,13-Nov-2018,215489,Baltimore Care Limited,516.38,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,13-Nov-2018,215489,Baltimore Care Limited,526.38,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,13-Nov-2018,215489,Bellavista Care (Cardiff) Limited T/A Bellavista Nursing Home Cardiff,506.04,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,13-Nov-2018,215489,Broadway Care Centre Limited T/A Hazelhurst Nursing Home,516.38,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,13-Nov-2018,215489,Bupa Care Homes (ANS) Limited T/A Heol Don Nursing & Residential Centre,"1,933.15",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,13-Nov-2018,215489,Forge Care Homes Limited t/a The Forge Care Centre,925.00,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,13-Nov-2018,215489,Forge Care Homes Limited t/a The Forge Care Centre,671.32,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,13-Nov-2018,215489,Glamorgan Care Limited t/a Danygraig House,666.00,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,13-Nov-2018,215489,Harrison Care Enterprises Barry Limited t/a Island View,516.38,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,13-Nov-2018,215489,June Zehetmayr t/a Tower Hill Residential Home,538.12,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,13-Nov-2018,215489,Llangoedmor Properties Limited T/A Parkside Residential Home,562.85,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,13-Nov-2018,215489,Llangoedmor Properties Limited T/A Parkside Residential Home,516.38,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,13-Nov-2018,215489,Llangoedmor Properties Limited T/A Parkside Residential Home,512.49,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,13-Nov-2018,215489,Llangoedmor Properties Limited T/A Parkside Residential Home,516.38,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,13-Nov-2018,215489,MHA Care Group t/a Morel Court,510.73,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,13-Nov-2018,215489,MHA Care Group t/a Morel Court,531.09,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,13-Nov-2018,215489,Middlepatch Limited T/A College Fields Nursing Home,592.17,,
